lat,lon,sst_media,racha_18p0,cumple_18p0,racha_19p0,cumple_19p0,racha_20p0,cumple_20p0,racha_21p0,cumple_21p0,racha_22p0,cumple_22p0,racha_23p0,cumple_23p0,racha_24p0,cumple_24p0
24.76,-113.68,21.4358,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.67,21.4418,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.66,21.456,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.65,21.4798,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.64,21.5196,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.63,21.5764,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.62,21.6358,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.61,21.6814,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.6,21.709,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.59,21.720999999999997,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.58,21.722,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.57,21.7178,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.56,21.715000000000003,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.55,21.7164,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.54,21.7204,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.53,21.7268,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.52,21.7374,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.51,21.7482,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.5,21.756199999999996,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.49,21.7588,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.48,21.7534,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.47,21.7388,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.46,21.7192,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.45,21.698999999999998,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.44,21.6822,0,False,0,False,0,False,0,False,5,True,5,True,5,True
24.76,-113.43,21.6706,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.42,21.663999999999994,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.41,21.663800000000002,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.4,21.6694,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.39,21.6824,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.38,21.698,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.37,21.7116,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.36,21.7202,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.35,21.7236,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.34,21.7252,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.33,21.730200000000004,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.32,21.744000000000007,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.31,21.762999999999998,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.3,21.7834,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.29,21.8024,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.28,21.818400000000004,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.27,21.8334,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.26,21.8498,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.25,21.864600000000003,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.24,21.8744,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.23,21.880599999999998,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.22,21.887999999999998,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.21,21.9006,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.2,21.9204,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.19,21.9474,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-113.18,21.981,0,False,0,False,0,False,0,False,3,False,5,True,5,True
24.76,-113.17,22.019,0,False,0,False,0,False,0,False,3,False,5,True,5,True
24.76,-113.16,22.059800000000003,0,False,0,False,0,False,0,False,3,False,5,True,5,True
24.76,-113.15,22.101399999999998,0,False,0,False,0,False,0,False,2,False,5,True,5,True
24.76,-113.14,22.1408,0,False,0,False,0,False,0,False,2,False,5,True,5,True
24.76,-113.13,22.1764,0,False,0,False,0,False,0,False,2,False,5,True,5,True
24.76,-113.12,22.208199999999998,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.11,22.238400000000002,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.1,22.2656,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.09,22.2886,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.08,22.306,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.07,22.3174,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.06,22.325200000000002,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.05,22.328999999999997,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.04,22.330199999999998,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.03,22.329200000000004,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.02,22.3288,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.01,22.330199999999998,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-113.0,22.3324,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-112.99,22.334,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-112.98,22.33,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-112.97,22.3172,0,False,0,False,0,False,0,False,0,False,5,True,5,True
24.76,-112.96,22.2964,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.95,22.268800000000002,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.94,22.238,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.93,22.208,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.92,22.1784,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.91,22.148,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.9,22.1154,0,False,0,False,0,False,0,False,1,False,5,True,5,True
24.76,-112.89,22.0788,0,False,0,False,0,False,0,False,2,False,5,True,5,True
24.76,-112.88,22.036399999999997,0,False,0,False,0,False,0,False,2,False,5,True,5,True
24.76,-112.87,21.9878,0,False,0,False,0,False,0,False,3,False,5,True,5,True
24.76,-112.86,21.9334,0,False,0,False,0,False,0,False,3,False,5,True,5,True
24.76,-112.85,21.875400000000003,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.84,21.815599999999996,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.83,21.7586,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.82,21.708199999999998,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.81,21.6684,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.8,21.6418,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.79,21.627,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.78,21.6184,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.77,21.612000000000002,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.76,21.607400000000002,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.75,21.603200000000005,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.74,21.6,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.73,21.5972,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.72,21.596,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.71,21.5972,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.7,21.598200000000002,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.69,21.5978,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.68,21.5944,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.67,21.588,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.66,21.578799999999998,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.65,21.567,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.64,21.552799999999998,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.63,21.5378,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.62,21.523,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.61,21.506600000000002,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.6,21.4874,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.59,21.466,0,False,0,False,0,False,0,False,4,False,5,True,5,True
24.76,-112.58,21.4452,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.57,21.4278,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.56,21.4172,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.55,21.412399999999998,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.54,21.4112,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.53,21.4114,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.52,21.413,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.51,21.4164,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.5,21.4196,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.49,21.422199999999997,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.48,21.424799999999998,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.47,21.4294,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.46,21.434800000000003,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.45,21.4386,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.44,21.4394,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.43,21.437400000000004,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.42,21.4292,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.41,21.4084,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.4,21.373,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.39,21.3284,0,False,0,False,0,False,1,False,4,False,5,True,5,True
24.76,-112.38,21.281,0,False,0,False,0,False,3,False,4,False,5,True,5,True
24.76,-112.37,21.2352,0,False,0,False,0,False,3,False,4,False,5,True,5,True
24.76,-112.36,21.193399999999997,0,False,0,False,0,False,4,False,4,False,5,True,5,True
24.76,-112.35,21.1512,0,False,0,False,0,False,4,False,4,False,5,True,5,True
