lat,lon,racha_max
24.76,-112.94,8
24.76,-112.93,8
24.76,-112.92,8
24.76,-112.91,8
24.76,-112.9,8
24.76,-112.89,8
24.76,-112.88,8
24.76,-112.87,8
24.76,-112.86,8
24.76,-112.85,8
24.76,-112.84,8
24.76,-112.83,8
24.76,-112.82,8
24.76,-112.81,8
24.76,-112.8,8
24.76,-112.79,8
24.76,-112.78,8
24.76,-112.77,8
24.76,-112.76,8
24.76,-112.75,8
24.76,-112.74,8
24.76,-112.73,8
24.76,-112.72,8
24.76,-112.71,8
24.76,-112.7,8
24.76,-112.69,8
24.76,-112.68,8
24.76,-112.67,8
24.76,-112.66,8
24.76,-112.65,8
24.76,-112.64,8
24.76,-112.63,8
24.76,-112.62,8
24.76,-112.61,8
24.76,-112.6,8
24.76,-112.59,8
24.76,-112.58,8
24.76,-112.57,8
24.76,-112.56,8
24.76,-112.55,8
24.76,-112.54,8
24.76,-112.53,8
24.76,-112.52,8
24.76,-112.51,8
24.76,-112.5,8
24.76,-112.49,8
24.76,-112.48,8
24.76,-112.47,8
24.76,-112.46,8
24.76,-112.45,8
24.76,-112.44,8
24.76,-112.43,8
24.76,-112.42,8
24.76,-112.41,8
24.76,-112.4,8
24.76,-112.39,8
24.76,-112.38,8
24.76,-112.37,8
24.76,-112.36,8
24.76,-112.35,8
24.76,-112.34,9
24.76,-112.33,9
24.76,-112.32,9
24.76,-112.31,9
24.76,-112.3,9
24.76,-112.29,10
24.76,-112.28,11
24.76,-112.27,13
24.76,-112.26,13
24.76,-112.25,13
24.76,-112.24,13
24.76,-112.23,13
24.76,-112.22,13
24.76,-112.21,13
24.76,-112.2,13
24.76,-112.19,13
24.76,-112.18,13
24.76,-112.17,13
24.76,-112.16,13
24.76,-112.15,13
24.76,-112.14,13
24.76,-112.13,13
24.76,-112.12,13
24.76,-112.11,13
24.76,-112.1,13
24.76,-112.09,13
24.76,-112.08,13
24.76,-112.07,13
24.76,-112.05,0
24.76,-112.04,12
24.76,-112.03,0
24.77,-113.75,5
24.77,-113.74,5
24.77,-113.73,4
24.77,-113.72,4
24.77,-113.71,4
24.77,-113.7,4
24.77,-113.69,4
24.77,-113.68,4
24.77,-113.67,4
24.77,-113.66,4
24.77,-113.65,4
24.77,-113.64,4
24.77,-113.63,5
24.77,-113.62,5
24.77,-113.61,5
24.77,-113.6,5
24.77,-113.59,5
24.77,-113.58,5
24.77,-113.57,5
24.77,-113.56,5
24.77,-113.55,5
24.77,-113.54,5
24.77,-113.53,9
24.77,-113.52,9
24.77,-113.51,9
24.77,-113.5,9
24.77,-113.49,9
24.77,-113.48,9
24.77,-113.47,9
24.77,-113.46,9
24.77,-113.45,9
24.77,-113.44,13
24.77,-113.43,13
24.77,-113.42,13
24.77,-113.41,13
24.77,-113.4,13
24.77,-113.39,13
24.77,-113.38,13
24.77,-113.37,13
24.77,-113.36,13
24.77,-113.35,15
24.77,-113.34,15
24.77,-113.33,15
24.77,-113.32,15
24.77,-113.31,15
24.77,-113.3,15
24.77,-113.29,15
24.77,-113.28,9
24.77,-113.27,9
24.77,-113.26,9
24.77,-113.25,9
24.77,-113.24,16
24.77,-113.23,17
24.77,-113.22,17
24.77,-113.21,17
24.77,-113.2,17
24.77,-113.19,17
24.77,-113.18,17
24.77,-113.17,16
24.77,-113.16,16
24.77,-113.15,16
24.77,-113.14,16
24.77,-113.13,15
24.77,-113.12,15
24.77,-113.11,15
24.77,-113.1,15
24.77,-113.09,15
24.77,-113.08,15
24.77,-113.07,15
24.77,-113.06,15
24.77,-113.05,15
24.77,-113.04,15
24.77,-113.03,13
24.77,-113.02,13
24.77,-113.01,8
24.77,-113.0,8
24.77,-112.99,8
24.77,-112.98,8
24.77,-112.97,8
24.77,-112.96,8
24.77,-112.95,8
24.77,-112.94,8
24.77,-112.93,8
24.77,-112.92,8
24.77,-112.91,8
24.77,-112.9,8
24.77,-112.89,8
24.77,-112.88,8
24.77,-112.87,8
24.77,-112.86,8
24.77,-112.85,8
24.77,-112.84,8
24.77,-112.83,8
24.77,-112.82,8
24.77,-112.81,8
24.77,-112.8,8
24.77,-112.79,8
24.77,-112.78,8
24.77,-112.77,8
24.77,-112.76,8
24.77,-112.75,8
24.77,-112.74,8
24.77,-112.73,8
24.77,-112.72,8
24.77,-112.71,8
24.77,-112.7,8
24.77,-112.69,8
24.77,-112.68,8
24.77,-112.67,8
24.77,-112.66,8
24.77,-112.65,8
24.77,-112.64,8
24.77,-112.63,8
24.77,-112.62,8
24.77,-112.61,8
24.77,-112.6,8
24.77,-112.59,8
24.77,-112.58,8
24.77,-112.57,8
24.77,-112.56,8
24.77,-112.55,8
24.77,-112.54,8
24.77,-112.53,8
24.77,-112.52,7
24.77,-112.51,7
24.77,-112.5,7
24.77,-112.49,8
24.77,-112.48,8
24.77,-112.47,8
24.77,-112.46,8
24.77,-112.45,8
24.77,-112.44,8
24.77,-112.43,8
24.77,-112.42,8
24.77,-112.41,8
24.77,-112.4,8
24.77,-112.39,8
24.77,-112.38,8
24.77,-112.37,8
24.77,-112.36,8
24.77,-112.35,8
24.77,-112.34,9
24.77,-112.33,9
24.77,-112.32,9
24.77,-112.31,9
24.77,-112.3,10
24.77,-112.29,10
24.77,-112.28,11
24.77,-112.27,11
24.77,-112.26,13
24.77,-112.25,13
24.77,-112.24,13
24.77,-112.23,13
24.77,-112.22,13
24.77,-112.21,13
24.77,-112.2,13
24.77,-112.19,13
24.77,-112.18,13
24.77,-112.17,13
24.77,-112.16,13
24.77,-112.15,13
24.77,-112.14,13
24.77,-112.13,13
24.77,-112.12,13
24.77,-112.11,13
24.77,-112.1,13
24.77,-112.09,13
24.77,-112.08,0
24.77,-112.07,0
24.77,-112.05,0
24.77,-112.04,12
24.77,-112.03,0
24.78,-113.75,5
24.78,-113.74,5
24.78,-113.73,5
24.78,-113.72,5
24.78,-113.71,4
24.78,-113.7,4
24.78,-113.69,4
24.78,-113.68,4
24.78,-113.67,4
24.78,-113.66,4
24.78,-113.65,5
24.78,-113.64,5
24.78,-113.63,5
24.78,-113.62,5
24.78,-113.61,5
24.78,-113.6,5
24.78,-113.59,5
24.78,-113.58,5
24.78,-113.57,5
24.78,-113.56,5
24.78,-113.55,5
24.78,-113.54,6
24.78,-113.53,9
24.78,-113.52,9
24.78,-113.51,9
24.78,-113.5,9
24.78,-113.49,9
24.78,-113.48,9
24.78,-113.47,9
24.78,-113.46,9
24.78,-113.45,13
24.78,-113.44,13
24.78,-113.43,13
24.78,-113.42,13
24.78,-113.41,13
24.78,-113.4,13
24.78,-113.39,13
24.78,-113.38,13
24.78,-113.37,13
24.78,-113.36,13
24.78,-113.35,15
24.78,-113.34,15
24.78,-113.33,15
24.78,-113.32,15
24.78,-113.31,15
24.78,-113.3,15
24.78,-113.29,16
24.78,-113.28,16
24.78,-113.27,9
24.78,-113.26,9
24.78,-113.25,16
24.78,-113.24,16
24.78,-113.23,17
24.78,-113.22,17
24.78,-113.21,17
24.78,-113.2,17
24.78,-113.19,17
24.78,-113.18,17
24.78,-113.17,16
24.78,-113.16,16
24.78,-113.15,16
24.78,-113.14,16
24.78,-113.13,15
24.78,-113.12,15
24.78,-113.11,15
24.78,-113.1,15
24.78,-113.09,15
24.78,-113.08,15
24.78,-113.07,15
24.78,-113.06,15
24.78,-113.05,15
24.78,-113.04,15
24.78,-113.03,13
24.78,-113.02,8
24.78,-113.01,8
24.78,-113.0,8
24.78,-112.99,8
24.78,-112.98,8
24.78,-112.97,8
24.78,-112.96,8
24.78,-112.95,8
24.78,-112.94,8
24.78,-112.93,8
24.78,-112.92,8
24.78,-112.91,8
24.78,-112.9,8
24.78,-112.89,8
24.78,-112.88,8
24.78,-112.87,8
24.78,-112.86,8
24.78,-112.85,8
24.78,-112.84,8
24.78,-112.83,8
24.78,-112.82,8
24.78,-112.81,8
24.78,-112.8,8
24.78,-112.79,8
24.78,-112.78,8
24.78,-112.77,8
24.78,-112.76,8
24.78,-112.75,8
24.78,-112.74,8
24.78,-112.73,8
24.78,-112.72,8
24.78,-112.71,8
24.78,-112.7,8
24.78,-112.69,8
24.78,-112.68,8
24.78,-112.67,8
24.78,-112.66,8
24.78,-112.65,8
24.78,-112.64,8
24.78,-112.63,8
24.78,-112.62,8
24.78,-112.61,8
24.78,-112.6,8
24.78,-112.59,8
24.78,-112.58,8
24.78,-112.57,8
24.78,-112.56,8
24.78,-112.55,7
24.78,-112.54,7
24.78,-112.53,7
24.78,-112.52,6
24.78,-112.51,6
24.78,-112.5,6
24.78,-112.49,7
24.78,-112.48,8
24.78,-112.47,8
24.78,-112.46,8
24.78,-112.45,8
24.78,-112.44,8
24.78,-112.43,8
24.78,-112.42,8
24.78,-112.41,8
24.78,-112.4,8
24.78,-112.39,8
24.78,-112.38,8
24.78,-112.37,8
24.78,-112.36,8
24.78,-112.35,9
24.78,-112.34,9
24.78,-112.33,9
24.78,-112.32,9
24.78,-112.31,10
24.78,-112.3,10
24.78,-112.29,10
24.78,-112.28,11
24.78,-112.27,11
24.78,-112.26,13
24.78,-112.25,13
24.78,-112.24,13
24.78,-112.23,13
24.78,-112.22,13
24.78,-112.21,13
24.78,-112.2,13
24.78,-112.19,13
24.78,-112.18,13
24.78,-112.17,13
24.78,-112.16,13
24.78,-112.15,13
24.78,-112.14,13
24.78,-112.13,13
24.78,-112.12,13
24.78,-112.11,13
24.78,-112.1,0
24.78,-112.09,13
24.78,-112.08,0
24.78,-112.07,0
24.78,-112.05,0
24.78,-112.04,12
24.78,-112.03,0
24.79,-113.75,5
24.79,-113.74,5
24.79,-113.73,5
24.79,-113.72,5
24.79,-113.71,5
24.79,-113.7,5
24.79,-113.69,5
24.79,-113.68,5
24.79,-113.67,5
24.79,-113.66,5
24.79,-113.65,5
24.79,-113.64,5
24.79,-113.63,5
24.79,-113.62,5
24.79,-113.61,5
24.79,-113.6,5
24.79,-113.59,5
24.79,-113.58,5
24.79,-113.57,5
24.79,-113.56,5
24.79,-113.55,6
24.79,-113.54,9
24.79,-113.53,9
24.79,-113.52,9
24.79,-113.51,9
24.79,-113.5,9
24.79,-113.49,9
24.79,-113.48,9
24.79,-113.47,9
24.79,-113.46,13
24.79,-113.45,13
24.79,-113.44,13
24.79,-113.43,13
24.79,-113.42,13
24.79,-113.41,13
24.79,-113.4,13
24.79,-113.39,13
24.79,-113.38,13
24.79,-113.37,13
24.79,-113.36,15
24.79,-113.35,15
24.79,-113.34,15
24.79,-113.33,15
24.79,-113.32,15
24.79,-113.31,15
24.79,-113.3,15
24.79,-113.29,16
24.79,-113.28,16
24.79,-113.27,16
24.79,-113.26,16
24.79,-113.25,16
24.79,-113.24,16
24.79,-113.23,17
24.79,-113.22,17
24.79,-113.21,17
24.79,-113.2,17
24.79,-113.19,17
24.79,-113.18,17
24.79,-113.17,16
24.79,-113.16,16
24.79,-113.15,16
24.79,-113.14,16
24.79,-113.13,16
24.79,-113.12,15
24.79,-113.11,15
24.79,-113.1,15
24.79,-113.09,15
24.79,-113.08,15
24.79,-113.07,15
24.79,-113.06,15
24.79,-113.05,15
24.79,-113.04,15
24.79,-113.03,13
24.79,-113.02,8
24.79,-113.01,8
24.79,-113.0,8
24.79,-112.99,8
24.79,-112.98,8
24.79,-112.97,8
24.79,-112.96,8
24.79,-112.95,8
24.79,-112.94,8
24.79,-112.93,8
24.79,-112.92,8
24.79,-112.91,8
24.79,-112.9,8
24.79,-112.89,8
24.79,-112.88,8
24.79,-112.87,8
24.79,-112.86,8
24.79,-112.85,8
24.79,-112.84,8
24.79,-112.83,8
24.79,-112.82,8
24.79,-112.81,8
24.79,-112.8,8
24.79,-112.79,8
24.79,-112.78,8
24.79,-112.77,8
24.79,-112.76,8
24.79,-112.75,8
24.79,-112.74,8
24.79,-112.73,8
24.79,-112.72,8
24.79,-112.71,8
24.79,-112.7,8
24.79,-112.69,8
24.79,-112.68,8
24.79,-112.67,8
24.79,-112.66,8
24.79,-112.65,8
24.79,-112.64,8
24.79,-112.63,8
24.79,-112.62,8
24.79,-112.61,7
24.79,-112.6,7
24.79,-112.59,7
24.79,-112.58,7
24.79,-112.57,7
24.79,-112.56,7
24.79,-112.55,7
24.79,-112.54,7
24.79,-112.53,6
24.79,-112.52,5
24.79,-112.51,5
24.79,-112.5,5
24.79,-112.49,5
24.79,-112.48,5
24.79,-112.47,8
24.79,-112.46,8
24.79,-112.45,8
24.79,-112.44,8
24.79,-112.43,8
24.79,-112.42,8
24.79,-112.41,8
24.79,-112.4,8
24.79,-112.39,8
24.79,-112.38,8
24.79,-112.37,8
24.79,-112.36,8
24.79,-112.35,9
24.79,-112.34,9
24.79,-112.33,9
24.79,-112.32,9
24.79,-112.31,10
24.79,-112.3,10
24.79,-112.29,10
24.79,-112.28,11
24.79,-112.27,11
24.79,-112.26,11
24.79,-112.25,13
24.79,-112.24,13
24.79,-112.23,13
24.79,-112.22,13
24.79,-112.21,13
24.79,-112.2,13
24.79,-112.19,13
24.79,-112.18,13
24.79,-112.17,13
24.79,-112.16,13
24.79,-112.15,13
24.79,-112.14,13
24.79,-112.13,13
24.79,-112.12,13
24.79,-112.11,0
24.79,-112.1,0
24.79,-112.09,0
24.79,-112.08,13
24.79,-112.07,0
24.79,-112.05,13
24.79,-112.04,0
24.79,-112.03,0
24.8,-113.75,5
24.8,-113.74,5
24.8,-113.73,5
24.8,-113.72,5
24.8,-113.71,5
24.8,-113.7,5
24.8,-113.69,5
24.8,-113.68,5
24.8,-113.67,5
24.8,-113.66,5
24.8,-113.65,5
24.8,-113.64,5
24.8,-113.63,5
24.8,-113.62,5
24.8,-113.61,5
24.8,-113.6,5
24.8,-113.59,5
24.8,-113.58,5
24.8,-113.57,5
24.8,-113.56,6
24.8,-113.55,9
24.8,-113.54,9
24.8,-113.53,9
24.8,-113.52,9
24.8,-113.51,9
24.8,-113.5,9
24.8,-113.49,9
24.8,-113.48,9
24.8,-113.47,9
24.8,-113.46,13
24.8,-113.45,13
24.8,-113.44,13
24.8,-113.43,13
24.8,-113.42,13
24.8,-113.41,13
24.8,-113.4,13
24.8,-113.39,13
24.8,-113.38,13
24.8,-113.37,15
24.8,-113.36,15
24.8,-113.35,15
24.8,-113.34,15
24.8,-113.33,15
24.8,-113.32,15
24.8,-113.31,15
24.8,-113.3,16
24.8,-113.29,16
24.8,-113.28,18
24.8,-113.27,18
24.8,-113.26,18
24.8,-113.25,18
24.8,-113.24,17
24.8,-113.23,17
24.8,-113.22,17
24.8,-113.21,17
24.8,-113.2,17
24.8,-113.19,17
24.8,-113.18,17
24.8,-113.17,17
24.8,-113.16,16
24.8,-113.15,16
24.8,-113.14,16
24.8,-113.13,16
24.8,-113.12,15
24.8,-113.11,15
24.8,-113.1,15
24.8,-113.09,15
24.8,-113.08,15
24.8,-113.07,15
24.8,-113.06,15
24.8,-113.05,15
24.8,-113.04,13
24.8,-113.03,13
24.8,-113.02,13
24.8,-113.01,8
24.8,-113.0,8
24.8,-112.99,8
24.8,-112.98,8
24.8,-112.97,8
24.8,-112.96,8
24.8,-112.95,8
24.8,-112.94,8
24.8,-112.93,8
24.8,-112.92,8
24.8,-112.91,8
24.8,-112.9,8
24.8,-112.89,8
24.8,-112.88,8
24.8,-112.87,8
24.8,-112.86,8
24.8,-112.85,8
24.8,-112.84,8
24.8,-112.83,8
24.8,-112.82,8
24.8,-112.81,8
24.8,-112.8,8
24.8,-112.79,8
24.8,-112.78,8
24.8,-112.77,8
24.8,-112.76,8
24.8,-112.75,8
24.8,-112.74,8
24.8,-112.73,8
24.8,-112.72,8
24.8,-112.71,8
24.8,-112.7,8
24.8,-112.69,8
24.8,-112.68,8
24.8,-112.67,8
24.8,-112.66,8
24.8,-112.65,8
24.8,-112.64,8
24.8,-112.63,8
24.8,-112.62,7
24.8,-112.61,6
24.8,-112.6,6
24.8,-112.59,6
24.8,-112.58,7
24.8,-112.57,7
24.8,-112.56,7
24.8,-112.55,7
24.8,-112.54,6
24.8,-112.53,5
24.8,-112.52,5
24.8,-112.51,5
24.8,-112.5,5
24.8,-112.49,5
24.8,-112.48,5
24.8,-112.47,6
24.8,-112.46,8
24.8,-112.45,8
24.8,-112.44,8
24.8,-112.43,8
24.8,-112.42,8
24.8,-112.41,8
24.8,-112.4,8
24.8,-112.39,8
24.8,-112.38,8
24.8,-112.37,8
24.8,-112.36,8
24.8,-112.35,9
24.8,-112.34,9
24.8,-112.33,9
24.8,-112.32,10
24.8,-112.31,10
24.8,-112.3,10
24.8,-112.29,10
24.8,-112.28,11
24.8,-112.27,11
24.8,-112.26,11
24.8,-112.25,13
24.8,-112.24,13
24.8,-112.23,13
24.8,-112.22,13
24.8,-112.21,13
24.8,-112.2,13
24.8,-112.19,13
24.8,-112.18,13
24.8,-112.17,13
24.8,-112.16,13
24.8,-112.15,13
24.8,-112.14,13
24.8,-112.13,13
24.8,-112.12,13
24.8,-112.11,0
24.8,-112.1,0
24.8,-112.09,0
24.8,-112.08,0
24.8,-112.07,0
24.8,-112.05,0
24.8,-112.04,13
24.8,-112.03,0
24.81,-113.75,5
24.81,-113.74,5
24.81,-113.73,5
24.81,-113.72,5
24.81,-113.71,5
24.81,-113.7,5
24.81,-113.69,5
24.81,-113.68,5
24.81,-113.67,5
24.81,-113.66,5
24.81,-113.65,5
24.81,-113.64,5
24.81,-113.63,5
24.81,-113.62,5
24.81,-113.61,5
24.81,-113.6,5
24.81,-113.59,5
24.81,-113.58,5
24.81,-113.57,6
24.81,-113.56,9
24.81,-113.55,9
24.81,-113.54,9
24.81,-113.53,9
24.81,-113.52,9
24.81,-113.51,9
24.81,-113.5,9
24.81,-113.49,9
24.81,-113.48,9
24.81,-113.47,13
24.81,-113.46,13
24.81,-113.45,13
24.81,-113.44,13
24.81,-113.43,13
24.81,-113.42,13
24.81,-113.41,13
24.81,-113.4,13
24.81,-113.39,13
24.81,-113.38,13
24.81,-113.37,15
24.81,-113.36,15
24.81,-113.35,15
24.81,-113.34,15
24.81,-113.33,15
24.81,-113.32,15
24.81,-113.31,16
24.81,-113.3,16
24.81,-113.29,18
24.81,-113.28,18
24.81,-113.27,18
24.81,-113.26,18
24.81,-113.25,18
24.81,-113.24,18
24.81,-113.23,18
24.81,-113.22,18
24.81,-113.21,18
24.81,-113.2,17
24.81,-113.19,17
24.81,-113.18,17
24.81,-113.17,17
24.81,-113.16,16
24.81,-113.15,16
24.81,-113.14,16
24.81,-113.13,16
24.81,-113.12,15
24.81,-113.11,15
24.81,-113.1,15
24.81,-113.09,15
24.81,-113.08,15
24.81,-113.07,15
24.81,-113.06,14
24.81,-113.05,14
24.81,-113.04,13
24.81,-113.03,13
24.81,-113.02,13
24.81,-113.01,8
24.81,-113.0,8
24.81,-112.99,8
24.81,-112.98,8
24.81,-112.97,8
24.81,-112.96,8
24.81,-112.95,8
24.81,-112.94,8
24.81,-112.93,8
24.81,-112.92,8
24.81,-112.91,8
24.81,-112.9,8
24.81,-112.89,8
24.81,-112.88,8
24.81,-112.87,8
24.81,-112.86,8
24.81,-112.85,8
24.81,-112.84,8
24.81,-112.83,8
24.81,-112.82,8
24.81,-112.81,8
24.81,-112.8,8
24.81,-112.79,8
24.81,-112.78,8
24.81,-112.77,8
24.81,-112.76,8
24.81,-112.75,8
24.81,-112.74,8
24.81,-112.73,8
24.81,-112.72,8
24.81,-112.71,8
24.81,-112.7,8
24.81,-112.69,8
24.81,-112.68,8
24.81,-112.67,8
24.81,-112.66,8
24.81,-112.65,8
24.81,-112.64,8
24.81,-112.63,8
24.81,-112.62,7
24.81,-112.61,6
24.81,-112.6,6
24.81,-112.59,6
24.81,-112.58,7
24.81,-112.57,7
24.81,-112.56,7
24.81,-112.55,7
24.81,-112.54,7
24.81,-112.53,5
24.81,-112.52,5
24.81,-112.51,5
24.81,-112.5,5
24.81,-112.49,5
24.81,-112.48,5
24.81,-112.47,5
24.81,-112.46,8
24.81,-112.45,8
24.81,-112.44,8
24.81,-112.43,8
24.81,-112.42,8
24.81,-112.41,8
24.81,-112.4,8
24.81,-112.39,8
24.81,-112.38,8
24.81,-112.37,8
24.81,-112.36,8
24.81,-112.35,9
24.81,-112.34,9
24.81,-112.33,9
24.81,-112.32,10
24.81,-112.31,10
24.81,-112.3,10
24.81,-112.29,11
24.81,-112.28,11
24.81,-112.27,11
24.81,-112.26,11
24.81,-112.25,11
24.81,-112.24,13
24.81,-112.23,13
24.81,-112.22,13
24.81,-112.21,13
24.81,-112.2,13
24.81,-112.19,13
24.81,-112.18,13
24.81,-112.17,13
24.81,-112.16,13
24.81,-112.15,0
24.81,-112.14,13
24.81,-112.13,13
24.81,-112.12,13
24.81,-112.11,13
24.81,-112.1,13
24.81,-112.09,0
24.81,-112.08,0
24.81,-112.07,0
24.81,-112.05,0
24.81,-112.04,13
24.81,-112.03,0
24.82,-113.75,5
24.82,-113.74,5
24.82,-113.73,5
24.82,-113.72,5
24.82,-113.71,5
24.82,-113.7,5
24.82,-113.69,5
24.82,-113.68,5
24.82,-113.67,5
24.82,-113.66,5
24.82,-113.65,5
24.82,-113.64,5
24.82,-113.63,5
24.82,-113.62,5
24.82,-113.61,5
24.82,-113.6,5
24.82,-113.59,6
24.82,-113.58,9
24.82,-113.57,9
24.82,-113.56,9
24.82,-113.55,9
24.82,-113.54,9
24.82,-113.53,9
24.82,-113.52,9
24.82,-113.51,9
24.82,-113.5,9
24.82,-113.49,9
24.82,-113.48,13
24.82,-113.47,13
24.82,-113.46,13
24.82,-113.45,13
24.82,-113.44,13
24.82,-113.43,13
24.82,-113.42,13
24.82,-113.41,13
24.82,-113.4,13
24.82,-113.39,13
24.82,-113.38,15
24.82,-113.37,15
24.82,-113.36,15
24.82,-113.35,15
24.82,-113.34,15
24.82,-113.33,15
24.82,-113.32,16
24.82,-113.31,16
24.82,-113.3,18
24.82,-113.29,18
24.82,-113.28,18
24.82,-113.27,18
24.82,-113.26,18
24.82,-113.25,18
24.82,-113.24,18
24.82,-113.23,18
24.82,-113.22,18
24.82,-113.21,18
24.82,-113.2,18
24.82,-113.19,17
24.82,-113.18,17
24.82,-113.17,17
24.82,-113.16,16
24.82,-113.15,16
24.82,-113.14,16
24.82,-113.13,16
24.82,-113.12,15
24.82,-113.11,15
24.82,-113.1,15
